M=0 M=1 M=3 M=9 x
0 0 0 0 
-0.14303407258968814 0.4881892588561121 -0.2788051761288628 -0.208866965968474 0.0
-0.14303407258968814 0.4754372723622575 -0.17576622488365812 -0.6275749776458729 0.010101010101010102
-0.14303407258968814 0.46268528586840296 -0.0787329309825311 -0.8766013418511032 0.020202020202020204
-0.14303407258968814 0.44993329937454846 0.012416009279914953 -0.9927875006781778 0.030303030303030304
-0.14303407258968814 0.4371813128806939 0.09780189960907684 -1.0070182225153903 0.04040404040404041
-0.14303407258968814 0.42442932638683933 0.17754604371035124 -0.9449865250643004 0.05050505050505051
-0.14303407258968814 0.4116773398929848 0.2517697452891348 -0.8278824638253999 0.06060606060606061
-0.14303407258968814 0.3989253533991302 0.3205943080508245 -0.6730112774949722 0.07070707070707072
-0.14303407258968814 0.38617336690527565 0.3841410357008168 -0.49434612728871835 0.08080808080808081
-0.14303407258968814 0.37342138041142114 0.4425312319445085 -0.30302041846029315 0.09090909090909091
-0.14303407258968814 0.3606693939175666 0.4958862004872964 -0.10776444921705321 0.10101010101010102
-0.14303407258968814 0.347917407423712 0.5443272450345773 0.08470910514905934 0.11111111111111112
-0.14303407258968814 0.33516542092985746 0.5879756692917476 0.2693665968003333 0.12121212121212122
-0.14303407258968814 0.3224134344360029 0.6269527769642044 0.442557648467867 0.13131313131313133
-0.14303407258968814 0.30966144794214834 0.6613798717573441 0.6017584053877795 0.14141414141414144
-0.14303407258968814 0.29690946144829383 0.691378257376564 0.7453501809629461 0.15151515151515152
-0.14303407258968814 0.28415747495443927 0.7170692375272603 0.8724300900309377 0.16161616161616163
-0.14303407258968814 0.2714054884605847 0.7385741159148296 0.9826504669137974 0.17171717171717174
-0.14303407258968814 0.2586535019667302 0.756014196244669 1.0760840630388857 0.18181818181818182
-0.14303407258968814 0.24590151547287561 0.7695107822221752 1.15311221085216 0.19191919191919193
-0.14303407258968814 0.23314952897902105 0.7791851775527447 1.214333326995359 0.20202020202020204
-0.14303407258968814 0.22039754248516652 0.7851586859417746 1.2604893082880209 0.21212121212121213
-0.14303407258968814 0.20764555599131196 0.7875526110946613 1.2924075489420705 0.22222222222222224
-0.14303407258968814 0.1948935694974574 0.7864882567168018 1.310956476643168 0.23232323232323235
-0.14303407258968814 0.18214158300360286 0.7820869265135921 1.3170126686565264 0.24242424242424243
-0.14303407258968814 0.1693895965097483 0.7744699241904303 1.3114377669586932 0.25252525252525254
-0.14303407258968814 0.15663761001589374 0.7637585534527115 1.2950635635569998 0.26262626262626265
-0.14303407258968814 0.14388562352203918 0.7500741180058342 1.268683773638579 0.27272727272727276
-0.14303407258968814 0.13113363702818462 0.733537921555193 1.2330511549894356 0.2828282828282829
-0.14303407258968814 0.11838165053433014 0.714271267806187 1.1888787672391359 0.29292929292929293
-0.14303407258968814 0.10562966404047557 0.6923954604642112 1.136844293923969 0.30303030303030304
-0.14303407258968814 0.092877677546621 0.6680318032346628 1.0775964741125215 0.31313131313131315
-0.14303407258968814 0.08012569105276644 0.6413015998229389 1.0117628084121364 0.32323232323232326
-0.14303407258968814 0.06737370455891188 0.6123261539344355 0.9399578165623682 0.33333333333333337
-0.14303407258968814 0.05462171806505732 0.5812267692745499 0.8627912305328344 0.3434343434343435
-0.14303407258968814 0.04186973157120276 0.5481247495486786 0.7808756080696972 0.3535353535353536
-0.14303407258968814 0.02911774507734827 0.5131413984622187 0.694832946978908 0.36363636363636365
-0.14303407258968814 0.016365758583493706 0.4763980197205666 0.6052999701015475 0.37373737373737376
-0.14303407258968814 0.0036137720896391454 0.4380159170291185 0.5129318349174106 0.38383838383838387
-0.14303407258968814 -0.009138214404215417 0.39811639409327276 0.4184041000145695 0.393939393939394
-0.14303407258968814 -0.021890200898069978 0.35682075461842383 0.32241285328226266 0.4040404040404041
-0.14303407258968814 -0.03464218739192454 0.3142503023099701 0.22567297362375216 0.4141414141414142
-0.14303407258968814 -0.04739417388577903 0.27052634087330835 0.12891455923959833 0.42424242424242425
-0.14303407258968814 -0.06014616037963359 0.22577017401383426 0.03287761111019234 0.43434343434343436
-0.14303407258968814 -0.07289814687348815 0.18010310543694577 -0.06169488980253725 0.4444444444444445
-0.14303407258968814 -0.08565013336734272 0.13364643884803806 -0.1540653289009885 0.4545454545454546
-0.14303407258968814 -0.09840211986119728 0.08652147795250957 -0.24351100658470176 0.4646464646464647
-0.14303407258968814 -0.11115410635505184 0.038849526455755935 -0.32933463505310573 0.4747474747474748
-0.14303407258968814 -0.12390609284890633 -0.009248111936826748 -0.41087550200460643 0.48484848484848486
-0.14303407258968814 -0.1366580793427609 -0.05765013351983923 -0.48752099846305413 0.494949494949495
-0.14303407258968814 -0.14941006583661545 -0.10623523458788743 -0.5587181921634526 0.5050505050505051
-0.14303407258968814 -0.1621620523304701 -0.15488211143557382 -0.6239851178077958 0.5151515151515152
-0.14303407258968814 -0.17491403882432457 -0.20346946035750174 -0.682921451048539 0.5252525252525253
-0.14303407258968814 -0.18766602531817908 -0.25187597764827163 -0.7352182343254544 0.5353535353535354
-0.14303407258968814 -0.2004180118120337 -0.2999803596024914 -0.7806663295552259 0.5454545454545455
-0.14303407258968814 -0.2131699983058882 -0.3476613025147625 -0.8191632853453089 0.5555555555555556
-0.14303407258968814 -0.22592198479974282 -0.3947975026796887 -0.8507183246066986 0.5656565656565657
-0.14303407258968814 -0.23867397129359733 -0.4412676563918698 -0.875455182493803 0.5757575757575758
-0.14303407258968814 -0.2514259577874518 -0.48695045994591263 -0.8936125541627733 0.5858585858585859
-0.14303407258968814 -0.2641779442813065 -0.5317246096364205 -0.9055419472361944 0.595959595959596
-0.14303407258968814 -0.2769299307751609 -0.5754688017579952 -0.9117027748406904 0.6060606060606061
-0.14303407258968814 -0.2896819172690156 -0.6180617326052399 -0.9126545717841321 0.6161616161616162
-0.14303407258968814 -0.30243390376287005 -0.65938209847276 -0.9090462687960786 0.6262626262626263
-0.14303407258968814 -0.3151858902567247 -0.6993085956551572 -0.9016025178663111 0.6363636363636365
-0.14303407258968814 -0.32793787675057917 -0.7377199204470332 -0.8911071253622581 0.6464646464646465
-0.14303407258968814 -0.3406898632444337 -0.7744947691429944 -0.878383719123229 0.6565656565656566
-0.14303407258968814 -0.3534418497382883 -0.8095118380376425 -0.8642738507618604 0.6666666666666667
-0.14303407258968814 -0.3661938362321428 -0.8426498234255815 -0.8496128151949304 0.6767676767676768
-0.14303407258968814 -0.3789458227259974 -0.873787421601413 -0.8352035559431457 0.686868686868687
-0.14303407258968814 -0.3916978092198519 -0.9028033288597405 -0.8217891167871381 0.696969696969697
-0.14303407258968814 -0.40444979571370654 -0.9295762414951702 -0.810024198301569 0.7070707070707072
-0.14303407258968814 -0.41720178220756104 -0.9539848558023015 -0.800446481208814 0.7171717171717172
-0.14303407258968814 -0.42995376870141555 -0.9759078680757399 -0.7934484877229585 0.7272727272727273
-0.14303407258968814 -0.44270575519527017 -0.9952239746100893 -0.7892508669588011 0.7373737373737375
-0.14303407258968814 -0.4554577416891247 -1.0118118716999511 -0.7878781109330344 0.7474747474747475
-0.14303407258968814 -0.4682097281829793 -1.025550255639929 -0.7891378340519323 0.7575757575757577
-0.14303407258968814 -0.4809617146768338 -1.036317822724628 -0.7926048807561253 0.7676767676767677
