M=0 M=1 M=3 M=9 x
-0.14303407258968814 -0.4937137011706883 -1.0439932692486478 -0.7976116637488896 0.7777777777777778
-0.14303407258968814 -0.5064656876645429 -1.0484552915065952 -0.8032462783099952 0.787878787878788
-0.14303407258968814 -0.5192176741583974 -1.0495825857930707 -0.8083600874063643 0.797979797979798
-0.14303407258968814 -0.531969660652252 -1.047253848402684 -0.8115866266852568 0.8080808080808082
-0.14303407258968814 -0.5447216471461065 -1.0413477756300291 -0.8113738390145637 0.8181818181818182
-0.14303407258968814 -0.5574736336399612 -1.0317430637697151 -0.8060318139957925 0.8282828282828284
-0.14303407258968814 -0.5702256201338156 -1.0183184091163395 -0.7937983798662996 0.8383838383838385
-0.14303407258968814 -0.5829776066276702 -1.000952507964518 -0.7729250720705378 0.8484848484848485
-0.14303407258968814 -0.5957295931215247 -0.9795240566088383 -0.7417861866548223 0.8585858585858587
-0.14303407258968814 -0.6084815796153793 -0.9539117513439166 -0.6990138142702675 0.8686868686868687
-0.14303407258968814 -0.6212335661092339 -0.9239942884643453 -0.6436619461342405 0.8787878787878789
-0.14303407258968814 -0.6339855526030884 -0.8896503642647333 -0.5754029423854459 0.888888888888889
-0.14303407258968814 -0.646737539096943 -0.8507586750396877 -0.49475985989223564 0.8989898989898991
-0.14303407258968814 -0.6594895255907975 -0.8071979170838065 -0.4033783473174364 0.9090909090909092
-0.14303407258968814 -0.672241512084652 -0.7588467866916921 -0.3043420328942261 0.9191919191919192
-0.14303407258968814 -0.6849934985785067 -0.7055839801579525 -0.20253555299191853 0.9292929292929294
-0.14303407258968814 -0.6977454850723611 -0.6472881937771859 -0.10505959782621235 0.9393939393939394
-0.14303407258968814 -0.7104974715662158 -0.5838381238439988 -0.021702585478714828 0.9494949494949496
-0.14303407258968814 -0.7232494580600702 -0.5151124666529969 0.034526185469994725 0.9595959595959597
-0.14303407258968814 -0.7360014445539248 -0.44098991849877506 0.04679680841093621 0.9696969696969697
-0.14303407258968814 -0.7487534310477794 -0.3613491756759415 -0.006212881222834243 0.9797979797979799
-0.14303407258968814 -0.7615054175416339 -0.2760689344791013 -0.15106648238163803 0.98989898989899
-0.14303407258968814 -0.7742574040354884 -0.18502789120285712 -0.4204015985287697 1.0
